Zipcode,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30
21093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330011.917304,,,330016.817304,,,,,,,,,,,330020.867304,330022.967304,,,,,,330042.707304,330049.707304,330063.407304,,,,,,,330073.407304,330078.807304,330088.427304,,,,,,,,330096.012304,,330104.982304,,,,,,,330125.582304,330137.262304,,330144.837304,330153.297304,,330159.047304,330249.767304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330254.177304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330264.177304,,330266.057304,,,330278.737304,330285.537304,,330292.337304,,,,,,330302.337304,330303.337304,330308.977304,330315.557304,,330331.007304,,,,,,330344.527304,,,,,,,,,,,,,,,,,330346.527304,,,,,,,,,,,,,,,,,,,,,,,,,,
21104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330349.567304,,,,330352.607304,,,,,,330371.047304,330375.227304,,,,,,,,,,,,,,,,,,,330379.482304,,,,,,,,,,330399.092304,,,330409.092304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330413.052304,,,330419.172304,,,,,330428.562304,330431.802304,330436.602304,330441.152304,,330451.732304,330457.157304,,,,,,,330464.257304,,330476.857304,,,,,,331226.857304,,331325.857304,331328.107304,,331427.107304,,,,,,331430.977304,331438.717304,331455.137304,331456.137304,331472.887304,331481.207304,,,,,,,,,,,,,,,331491.707304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331499.267304,,,,,,331518.277304,,,,,,,,331528.827304,331537.112304,331546.772304,,331556.432304,,331567.712304,,,331583.462304,,331591.922304,331596.867304,,,,,331602.977304,331616.537304,,,,,,,,,,,,,,,,,,,,,,,,,,,331632.233304,,,,,,,,,,,,,,,,,,,,,,
21113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331641.678304,,331651.338304,331656.588304,,,,,,,331661.758304,,,,,331663.918304,,,,,,,,,,,,,,,,331669.418304,331674.228304,,,,,,,,,,,,,,,,,,,,,,,,331676.228304,,,,,331681.583304,,,,,,,,,,,,,,,,,,,,,
21114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331684.283304,,,,,,,,,,,,,,331690.493304,,,331695.353304,331702.253304,331726.023304,331735.283304,,,331743.613304,,,,,331748.173304,331752.733304,331757.293304,,,,,,,,331758.293304,,331759.213304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331760.233304,,331765.483304,,,,,,,,,,,,,,,331769.623304,331772.843304,,,331778.303304,,,,331780.751304,331782.326304,331789.226304,331791.066304,331807.626304,,,,331808.856304,,,331814.931304,,331819.001304,331824.551304,,,,331827.911304,,,331851.986304,,331857.391304,,,,,331867.471304,,,,,,,,,,,,,,,,,,,,,,331873.971304,,331883.971304,,,,,,,,,,,,,,,,,,,,,,,
21120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331887.971304,,331893.171304,,,,,,,331902.531304,,331910.091304,331926.001304,,,,,,331928.351304,331930.701304,,,,,,,,,,331951.401304,331970.186304,331975.246304,,,,,,,,,,,,,,,,,,,,,,,331977.246304,,331986.746304,331995.576304,,,,,,,,,,,,,,,,,,,,,,,
21122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331998.776304,,,,,,,,,,,,,,,,,,,,,,,,,,,332000.306304,,,,,,,,332003.726304,,,,,,,,,332004.881304,,332006.036304,,,,332011.436304,332021.936304,,332026.256304,,332029.406304,332037.456304,,332045.186304,,332079.966304,332084.286304,332090.586304,,332095.646304,,,332101.451304,,332112.241304,332115.921304,332117.921304,,,,,,,,,,,332127.996304,332133.166304,332139.086304,332151.286304,,332160.286304,332164.206304,,,,,,,,,,,,,,,,,,,,,,,,,332176.206304,,,,,,,,,,,,,,,,,,,,,,
21128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332182.416304,,,,,332197.266304,,332208.436304,,,,,,,,,,,,,,,,332211.766304,,,,,,,332216.926304,,,332220.811304,,332230.891304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332249.371304,,,,,,,332257.371304,,,,,332265.251304,,,,,,,,332274.651304,,332277.771304,,,,,,,,332293.551304,,,332300.451304,,,,,332311.851304,332316.411304,,,332318.411304,,,,,,332327.411304,,,332334.161304,,,,,,,,,,,,,,,332343.001304,,,,,,,,,,,,,,,,,,,,,,,,,
21132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332345.561304,332348.441304,,,,,,,,,,,,,,,,,,,,,332355.281304,,,,,,,332357.781304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332359.941304,,,,,,,,,,,,,332366.561304,,,,,,,,,,,,,,,,,,,,332374.886304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332381.006304,,,,,,,,,,,,,,,,,,,,,
21136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332396.126304,332408.186304,332423.306304,,332428.556304,,332435.456304,,,332442.356304,,,,,332449.556304,332452.706304,,,332467.686304,332474.586304,332496.336304,,,332505.996304,332521.856304,,,,332530.906304,,,,332534.056304,,332547.786304,,332554.626304,332561.346304,,,,,,,,,,,,,,,,,,,,,,332586.146304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332694.726304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332695.823304,,,,,,,,,332696.920304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332698.760304,,,,,,,332702.760304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332704.760304,,,,,,,,,,,,,,,,,,,,,332708.720304,,,,,,,,332716.770304,,,,,,332722.270304,332728.750304,,,332735.710304,332742.850304,332749.290304,,,,,,332757.430304,,332765.720304,332781.700304,332787.505304,332796.625304,332806.515304,,,332819.255304,332830.755304,332839.490304,,,332846.210304,332859.850304,,,333234.560304,333466.740304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333469.620304,,,,,,,,,,,,,,,333473.700304,,333474.890304,,,,,,,,,,,,,,,,,,333476.915304,,,,,,333482.990304,,,,,,,,333486.840304,333490.690304,,333498.790304,,333509.920304,,,,,,333516.620304,,,333526.970304,333535.250304,333536.250304,,333546.578304,333552.653304,,333561.878304,,333568.628304,,,,333575.588304,333581.393304,333585.463304,,,333600.078304,333606.078304,333609.078304,,,,,,,,,,,,,,,,,,333621.078304,,,,,,,,333624.078304,,,,,,,,,,,,,,,,,,,,,
2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333629.838304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333632.718304,,,,,,,,,,,,333634.818304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333643.098304,,,,,,,,,333653.538304,333664.638304,,333677.688304,,333690.738304,,,,,,,,,333697.868304,,,,,333714.068304,333726.548304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333728.858304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333735.698304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333740.258304,,,,333743.758304,,,,,,,,333751.218304,,333755.178304,,,333759.258304,,333763.458304,333767.658304,,,,333810.428304,,,,,,,,333815.978304,,,,,,333820.178304,,,,,,,,,,,,,,333846.218304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333848.218304,,,,,,,,,,,,,333852.248304,,,,,,,,,,,,,333857.448304,,,,,,,,,333866.048304,,,,,,,,,,,,,333871.598304,,,,,,,333879.758304,,,,,,,,,,,333893.258304,,,,,,,,333893.758304,,333900.618304,,,,,,,,,333918.108304,,,,333992.208304,,,,,,,,,,,,,,,,,,,
21156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333996.408304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334001.808304,,,,,,,334007.588304,,,334015.568304,,,,,,334026.428304,334030.988304,,,,334036.048304,,334040.728304,,334041.953304,334043.153304,,334048.773304,,334049.773304,,334053.843304,334058.243304,,,334060.093304,334063.943304,334070.213304,,,,,334077.733304,,,334090.143304,,334114.383304,334132.178304,,,,,,,,,,,,,,,,,,334139.678304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334144.718304,,334147.868304,,334159.628304,,334164.668304,,,,,334384.448304,,,334389.048304,334589.048304,,,334630.008304,,,334670.968304,,,,,,,,,,,334678.078304,334692.878304,334704.658304,334717.908304,,,334718.908304,,,,,,,,,,,,,,,,,,,334722.908304,,,,,,,,,,,,,,,,,,,,,,,,,,
2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334750.838304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334753.778304,,,,,,,,,,,,,,,,,,,,,,,334756.278304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334758.318304,,,,,,,,,,,,,,,,,,,,,,,,,,,334760.418304,,,334762.518304,,,,,,,,,,334764.098304,,,,,,,,,,,334776.058304,334789.008304,334800.968304,,,,,,,,,,,,,,,,,,,334802.968304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334805.413304,,,334809.733304,334812.253304,,,334816.303304,,,,,334825.963304,,334843.523304,334854.023304,,334874.023304,,334893.088304,,,,,334895.123304,,,334910.648304,,,,,,334938.178304,,334940.058304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334944.788304,,,,,,,,,,,334959.988304,,,,,,,,,,,,334965.988304,,,,,334972.828304,,,,,,,,,,,,,,,,334982.078304,,,,,,,,,,,,,,,,,,,,,,,,,,,
21163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334984.238304,,334986.398304,,,,,,,334988.378304,334992.403304,,,,335001.288304,,,,,,,,335002.688304,,,,,,,,335008.208304,,,,,,335020.233304,,,,,,,,,,,,,,,,,335024.913304,,335033.163304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335035.003304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335066.443304,,,,,,,,,,,,335068.723304,335075.563304,,,,,,,,,,,,,,,,,,,,,,335078.203304,,335154.578304,335158.448304,,,,335182.858304,335188.138304,,335191.078304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335195.243304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335200.283304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335242.283304,,,,,,,,,,,,,,,,,,,,,,
21202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335247.803304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335255.903304,,,,,,,,,,,,,,,,,,,,,,,,335258.833304,,,,,,335275.623304,,,,,,,,,,,335277.738304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335281.808304,,,,,,,,,335285.798304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335291.778304,,,335296.718304,,,,,,,335299.938304,335304.168304,,,,,,,,,,,335309.688304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335312.748304,,,,,,,,,,,,,,,,,,,,,,
21208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335314.268304,,,,,,,,,,,,,,,,,,,,,,,,,,,335318.468304,,,,,335326.208304,,,,,,,,,,,,335331.608304,,,335335.408304,,,,,,,335343.388304,,,,,,,335374.033304,,335387.953304,,335392.513304,,,,,,,,,,,,,,,,,,,,,,,,,335399.143304,,,,,,,,,,,,,,,,,,,,,,,,
21209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335404.543304,,,,,,,335409.103304,335419.063304,,335421.793304,,,,335423.193304,,,,,,,,,,335429.913304,,,,,,335432.443304,335443.943304,,,335445.693304,335447.443304,,335452.623304,335456.898304,,,,,,,,,,,,335463.398304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335473.838304,,,,,,,,
2121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335484.038304,335504.923304,,,335509.333304,,335518.213304,335523.973304,335533.333304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335534.663304,,,,,,335536.103304,335537.543304,335544.383304,,,,,,,,,,,,335548.943304,335553.143304,,,,,335557.193304,,,,,,,,,,,,,335563.493304,,,,,,,335576.318304,335581.718304,,,,,,335618.378304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335620.478304,,,,,,,,,335622.778304,,,,,,,,335624.003304,,,,,,,,335625.233304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335631.673304,,,,,,,,335634.828304,,,,,,335640.908304,,,,,,335644.763304,,,,,,335649.263304,,,,,,,,,,,,,,335659.333304,,,335660.483304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335662.983304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335672.093304,,,,,,,,,,,335673.093304,,,,,335674.093304,335675.758304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336345.758304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336545.758304,,,,,,336745.758304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
